term_id,lang,term,reltype,related_term_id,related_lang,related_term,position,group_tag,parent_tag,parent_position
IyN2ZBAmWDGMDxejqQP-fg,English,eternal,inherited_from,cpwU7u57Wb-wWogunSch-g,Middle English,eternal,0,,gKoR7hzPTXGQC9N3vMqh0g,1.0
bgTh7b1hUYKIoXxY_n7aSA,English,holy,inherited_from,u-DHQnaGVummJGFW9_hJrw,Middle English,holi,0,,0I9v7iRTTKKLqGO94mumnQ,0.0
bgTh7b1hUYKIoXxY_n7aSA,English,holy,inherited_from,Fc77khEfXNqMLGPn0nOBmQ,Old English,hāliġ,0,,lCTKQ9s-TqW7c3Jj16TTNg,0.0
bgTh7b1hUYKIoXxY_n7aSA,English,holy,inherited_from,9OVy9DafXweDOZVtQ08M_g,Proto-West Germanic,*hailag,0,,6vWgi8tGSiCwMdcLLo5qHw,0.0
bgTh7b1hUYKIoXxY_n7aSA,English,holy,inherited_from,UkODSXMgV2qVQoH1Amf12A,Proto-Germanic,*hailagaz,0,,6vWgi8tGSiCwMdcLLo5qHw,1.0
cypUD4WfUWCDI7Yryag-8Q,English,secular,inherited_from,a1UIpzCnXzqf_T1MVyNEcw,Middle English,seculer,0,,cG3zU2hFR3-EPyCZa6Twyg,0.0
0SW-O25zUj6ihelYII_NLw,English,cursed,inherited_from,MlR7nQeKVMWDTyHJVfBZTg,Middle English,cursed,0,,qI-aCVhJRW-9Gq_w1rY-pQ,0.0
cqSvZEDXWsu2NWd8upCeXg,English,bless,inherited_from,Ed7uu-7rVuibsKjLhk1JmA,Middle English,blessen,0,,M12upxTTRFi0xDwl7AcXyg,0.0
cqSvZEDXWsu2NWd8upCeXg,English,bless,inherited_from,rH6SeDasX4KCnhvNfhNn5w,Old English,bletsian,0,,M12upxTTRFi0xDwl7AcXyg,1.0
cqSvZEDXWsu2NWd8upCeXg,English,bless,inherited_from,fSnMmIwUU7C60_9TbXU6xA,Proto-West Germanic,*blōdisōn,0,,M12upxTTRFi0xDwl7AcXyg,2.0
i0xKxhBHVhWXS_yIB_7ZkA,English,condemn,inherited_from,vkbh2w6lVSuXDtp4Fj13sQ,Middle English,condempnen,0,,TF4LEPjPREWIBq0YH9kBSQ,0.0
2d-ZiPJDU4KsTUiDV-LdIA,English,blessing,inherited_from,ewefIRdUXD-EJOWI8QCFRw,Middle English,blessinge,0,,oN528JHESc2Z-y8XgsrOnw,0.0
2d-ZiPJDU4KsTUiDV-LdIA,English,blessing,inherited_from,l2zHn7m8X2WpT1fY62YwPw,Old English,blētsung,0,,RB7zmTS0RPCB-6xioDBz8A,0.0
aybX1WsJUx6l6Eg8qBoXYw,English,doom,inherited_from,fQEROQAIX0icS5JQWg5xxg,Middle English,doom,0,,abXK7MEVRiG6o-wHyLoBZw,0.0
aybX1WsJUx6l6Eg8qBoXYw,English,doom,inherited_from,InOV0ViCWayuqoBru4miIA,Old English,dōm,0,,KH5IESiJT0Kc4TTfBY6xfA,0.0
aybX1WsJUx6l6Eg8qBoXYw,English,doom,inherited_from,jRxGW0fvWoOZljQTOW1gsA,Proto-Germanic,*dōmaz,0,,KH5IESiJT0Kc4TTfBY6xfA,1.0
aybX1WsJUx6l6Eg8qBoXYw,English,doom,inherited_from,lEVvhwF8U46MUDa3FFnotg,Proto-Indo-European,*dʰóh₁mos,0,,KH5IESiJT0Kc4TTfBY6xfA,2.0
xLHylg-TW2ObEJ7CkZ-x_g,English,pure,inherited_from,T3n4wzZfVQCH8H3bnhF7qw,Middle English,pure,0,,Q3QmkIiMRV6anBZ8Rl9xkg,0.0
s3bKpD_wVLy2tOxWUmhmqw,English,Christ,inherited_from,xHCCBYkwUdem61kvU8mMMQ,Middle English,Crist,0,,bUqjGKovQg25ZaUPId2WAg,0.0
s3bKpD_wVLy2tOxWUmhmqw,English,Christ,inherited_from,AWaig3pmUci5JqV_Vjxn0A,Old English,Crist,0,,bUqjGKovQg25ZaUPId2WAg,1.0
02kvt75EUACM42-jAOVS-Q,English,archangel,inherited_from,FIhoHKZiVsOPT5G453SVqg,Middle English,archangel,0,,1vg_47JMT6qyX-c1cLf76g,0.0
958qmXTYWH27gjykVW1a8Q,English,curse,inherited_from,kYUEtjjrW62PtPxfXUqagg,Middle English,curse,0,,fFLXBRlnS2q_mq97z8UIwQ,0.0
958qmXTYWH27gjykVW1a8Q,English,curse,inherited_from,WDodkNQIW7WY-yTOXAVN4A,Old English,cors,0,,OQdRGnbTTbOP-VsPbQh7VA,0.0
958qmXTYWH27gjykVW1a8Q,English,curse,inherited_from,ZgC8VJqSU4ep6fqr4_OX6w,Middle English,cursen,0,,Qa0bvIOnSpCS-4a1LQeIlA,0.0
958qmXTYWH27gjykVW1a8Q,English,curse,inherited_from,dhc7qwzqVS-b5BjSA5Ro9A,Old English,corsian,0,,VZoFqj1XRKqzYXkyai50zA,0.0
1oQOk2SSXtudcDtLp29jPw,English,cherub,inherited_from,NDu96JcoUx2hoAkVcAAXOA,Middle English,cherub,0,,9IABPtbNRPy2szjtDfhxEQ,0.0
1oQOk2SSXtudcDtLp29jPw,English,cherub,inherited_from,FAKDdeYjXPqfiC_ryf5U3w,Old English,cerubin,0,,9IABPtbNRPy2szjtDfhxEQ,9.0
iA9YcXATXnKt-7IbbNMsVQ,English,armor,inherited_from,m7PQg_UsUu6rjuecE9F_-w,Middle English,armure,0,,8LlXfN-DTsSKSkVq8SC_6Q,0.0
NPyheBmAVBGSV8_S5ln3SQ,English,boulder,inherited_from,UvTLpDjcUS2O3iCN9bMI6w,Middle English,bulder,0,,,
GA-RvkvcUiSfERHrcbIReA,English,plane,inherited_from,5rFQL8YBU22eqpEF-W0xjQ,Middle English,plane,0,,,
0CUBp9f4Xe2eEowwcnmGbw,English,arrow,inherited_from,GGvhas4DWPuOXhD9FT0LVA,Middle English,arwe,0,,PE5DhnQgRXe7uNPuHwPXHw,0.0
0CUBp9f4Xe2eEowwcnmGbw,English,arrow,inherited_from,JqXxOdtUXm6Kqt-zhMpBDA,Old English,earh,0,,PE5DhnQgRXe7uNPuHwPXHw,1.0
0CUBp9f4Xe2eEowwcnmGbw,English,arrow,inherited_from,chRhbx1ZX9OUHoASXs2pYQ,Proto-Germanic,*arhwō,0,,cIGJn7AVReigIArBI8k69w,0.0
6E_KvXKwWySZOkB2Viwy7A,English,weird,inherited_from,0MKW5OSfW_CsGYxvNf7rwQ,Middle English,werde,0,,cQOrrFDsSiqYWS-rGuEmhw,0.0
6E_KvXKwWySZOkB2Viwy7A,English,weird,inherited_from,_Sm-UuIwUTC6ZZoolBkXLA,Old English,wyrd,0,,Vu0ZsDaLRV2eyYZ4p11qKQ,0.0
6E_KvXKwWySZOkB2Viwy7A,English,weird,inherited_from,OeJDt17CWCaFqLBox5mRVg,Proto-West Germanic,*wurdi,0,,Vu0ZsDaLRV2eyYZ4p11qKQ,1.0
6E_KvXKwWySZOkB2Viwy7A,English,weird,inherited_from,Y7VQ6g8mX-WGkqkSU930TA,Proto-Germanic,*wurdiz,0,,Vu0ZsDaLRV2eyYZ4p11qKQ,2.0
6E_KvXKwWySZOkB2Viwy7A,English,weird,inherited_from,0qzLvy3wWNOIGMh1gT6oTg,Proto-Indo-European,*wert-,0,,Vu0ZsDaLRV2eyYZ4p11qKQ,3.0
-E7WqFt1XAC-nVew1anFQw,English,bow,inherited_from,VbKrOHuAWK2SfnMdXv7D4A,Middle English,bowe,0,,fH4zWYzlTAGwGHmnOby2lQ,1.0
-E7WqFt1XAC-nVew1anFQw,English,bow,inherited_from,Ij8jmyHYWF2RdtP9S5bMAw,Old English,boga,0,,HXvSccziQ1yUTM1Vv_koOA,0.0
-E7WqFt1XAC-nVew1anFQw,English,bow,inherited_from,Hp3snfe-WOaLWu1K6HEJ9g,Proto-West Germanic,*bogō,0,,HXvSccziQ1yUTM1Vv_koOA,1.0
-E7WqFt1XAC-nVew1anFQw,English,bow,inherited_from,AvdcBku-UoyS62Yp3F2xDQ,Proto-Germanic,*bugô,0,,,
-E7WqFt1XAC-nVew1anFQw,English,bow,inherited_from,Nd5GuSFjXXSvSMIf_ivxXg,Middle English,bowen,0,,zLS_N0AHRCCf8sa0kiZ5VQ,0.0
-E7WqFt1XAC-nVew1anFQw,English,bow,inherited_from,FrHZShZ9Uzm8a9ey_TuQng,Old English,būgan,0,,IY9DURWRTzaAou0IQHeXoQ,0.0
-E7WqFt1XAC-nVew1anFQw,English,bow,inherited_from,4H5J-IyTUGqSiMw1EFjbbQ,Proto-West Germanic,*beugan,0,,IY9DURWRTzaAou0IQHeXoQ,1.0
-E7WqFt1XAC-nVew1anFQw,English,bow,inherited_from,jMO7wW5OWVayQUScR3_XZA,Proto-Germanic,*beuganą,0,,IY9DURWRTzaAou0IQHeXoQ,2.0
-E7WqFt1XAC-nVew1anFQw,English,bow,inherited_from,VbKrOHuAWK2SfnMdXv7D4A,Middle English,bowe,0,,rCgMGrzaS-yf3RgUj4v0gQ,0.0
-jmoAT-nU8-_ryLgDM9Tvw,English,strange,inherited_from,z-Duwm_bUAG2O2NmW_OnSQ,Middle English,straunge,0,,khdY-xXvQw6WKgEAyfuUbA,0.0
hB9an363WIy6Sdq5dbsx5Q,English,muse,inherited_from,FLXtQUlKU66jAfQ1Lf2utw,Middle English,musen,0,,Y7yFGEO8SfaOaxLfkNnf_w,0.0
h1liz-JhXw-gIFaXlBQ2dQ,English,bash,inherited_from,8qRraHveU8CtTTyxho4whA,Middle English,*basshen,0,,yZUcEbhlSByhPFUPhvKuvA,0.0
h1liz-JhXw-gIFaXlBQ2dQ,English,bash,inherited_from,0MFvLOrqVzCKNrAcW5SsYw,Middle English,baschen,0,,J3wnhCYaR8aJTVKXF_rIVA,0.0
AvilnxVcVJesuoRYD9hn3g,English,gnash,inherited_from,xuYyIndZVlG6c-iTfYqckg,Middle English,gnasten,0,,,
MDhrg_V1WWCBvVQV4LdDsw,English,ply,inherited_from,JOHQ_k2LVCqKLp3VOig1cg,Middle English,pleit,0,,-AlUfSnMQ3yzR6cAr7i5ZQ,0.0
MDhrg_V1WWCBvVQV4LdDsw,English,ply,inherited_from,BHYJVNwyX02KEplHiA6cWw,Middle English,plīen,0,,MQ7_c3IRRR-VFNMejgoXtA,0.0
MDhrg_V1WWCBvVQV4LdDsw,English,ply,inherited_from,BHYJVNwyX02KEplHiA6cWw,Middle English,plīen,0,,PPktqXctRuyI5GXyJv6lCA,0.0
nSRNnyvPVCOyBMgl92ZL3g,English,grove,inherited_from,6a01D1-RWR2dtV1BSpguvg,Middle English,grove,0,,iwvcLmfhTu-25ughSPnwwA,0.0
nSRNnyvPVCOyBMgl92ZL3g,English,grove,inherited_from,6zP7VLVdXkGglNJdf0701w,Old English,grāf,0,,fS0b42kCQeCCW_IoII9KmQ,0.0
nSRNnyvPVCOyBMgl92ZL3g,English,grove,inherited_from,yaNWJmuBWF2K1xFMCN0BZw,Proto-West Germanic,*graib,0,,9XHDlxeXSWyi4LONIKjsCQ,0.0
nSRNnyvPVCOyBMgl92ZL3g,English,grove,inherited_from,QOrd45NwWM2VQg-voVObhQ,Proto-Germanic,*graibaz,0,,Op0DK0S7S6uniqESdkakCg,0.0
3a8R5hfbVXCz_6RTP7cVFQ,English,gash,inherited_from,Pi4nZE9DX2mdCARtIglS0g,Middle English,garsen,0,,56q7Pd1EQMKsbMTlBIsFSQ,1.0
T0CW5fbBUA6LxQj5kn0AFw,English,crash,inherited_from,ZBzwL8BVX-qKMfWcbboenQ,Middle English,crasshen,0,,RC4XYK1JT8O3t0ztatR1qg,0.0
ZDwXKWWUXYGcQqLjQQWpfA,English,dash,inherited_from,Dqy_1L_pWVG7Pml7OL5ayQ,Middle English,daschen,0,,nZAz0FFySPaNZtNAfvQHjw,0.0
WTgk7eVkXA-QPkl85UQ3Hw,English,quash,inherited_from,Ap9WKrwxWYidl3H2Sn-fvg,Middle English,quaschen,0,,5I1GWM_yR0qfO8HKAs3x_Q,0.0
4vNbv6IGW5a6rvf-C_jHeg,English,forest,inherited_from,n5dILd0iV-6IcGMsXxDAxw,Middle English,forest,0,,rhprufMHQi-_wvuxdfEVCQ,1.0
MGCcBnGfXqiuEpv4EFUyNw,English,rash,inherited_from,jE7NcXBBWlW6dChA07Yxvg,Middle English,rash,0,,zJPILAHdRtaEbrL7iVPIMg,0.0
MGCcBnGfXqiuEpv4EFUyNw,English,rash,inherited_from,SNmsDBwnXROthic_A7ssGQ,Old English,*ræsc,0,,,
MGCcBnGfXqiuEpv4EFUyNw,English,rash,inherited_from,TQtp8MhlW7KKi13MIM2nLg,Proto-Germanic,*raskaz,0,,WJKaDzkPScOGQDO7CfXNNw,0.0
MGCcBnGfXqiuEpv4EFUyNw,English,rash,inherited_from,amch5LqXVI6EUabczTy-EA,Middle English,rashe,0,,SFXaiz1uTOyJxhmGkq6ZgA,0.0
MGCcBnGfXqiuEpv4EFUyNw,English,rash,inherited_from,-x0RIxMUXsa-S_WyJR1r5A,Middle English,rashen,0,,1pd8p5yRQ9a2DyGiKGczeQ,0.0
MGCcBnGfXqiuEpv4EFUyNw,English,rash,inherited_from,nSI-gFJYXi6K5sjqaJ7csA,Old English,ræscan,0,,,
MGCcBnGfXqiuEpv4EFUyNw,English,rash,inherited_from,S91O66PNVSu_G6C46d9Mig,Middle English,aracen,0,,D_mDOefaRreBASq1UMtArw,1.0
MGCcBnGfXqiuEpv4EFUyNw,English,rash,inherited_from,4QFotbkEUxWL8Sy986pQYQ,Middle English,rasen,0,,2PAjIvRETjW1Kgfw1IuGmg,0.0
QPgUDAkxX5eX0r_R2pzE-A,English,wash,inherited_from,rwam3WiuXwWmJ0ysgg6Q6g,Middle English,wasshen,0,,LKD1V2IiT6q0iL2fs2KKsg,0.0
QPgUDAkxX5eX0r_R2pzE-A,English,wash,inherited_from,4NmFpjGNXsa4W91SHsR5nw,Old English,wasċan,0,,vo9EAbsfQzyOd0gzHOuqHQ,0.0
QPgUDAkxX5eX0r_R2pzE-A,English,wash,inherited_from,-JV0SSdLWVW70ku1ANxiIQ,Proto-West Germanic,*waskan,0,,vo9EAbsfQzyOd0gzHOuqHQ,1.0
QPgUDAkxX5eX0r_R2pzE-A,English,wash,inherited_from,M7r5erQcXqi5rsQFLEsOBg,Proto-Germanic,*waskaną,0,,b2zc4_gTRnedSoTF3BKeOQ,0.0
vyzDcYUpVjKYNBHx5qX9og,English,rock,inherited_from,N2FRW6Q1WmCUZEtLlZbsXw,Middle English,rocke,0,,ZraJumoASROw9KktyKywTA,0.0
vyzDcYUpVjKYNBHx5qX9og,English,rock,inherited_from,LYYJUslsUx6EIYx8T3faCw,Old English,*rocc,0,,,
vyzDcYUpVjKYNBHx5qX9og,English,rock,inherited_from,jXDOUIDxXXG1-2Q9-X0PLw,Middle English,rokken,0,,G29XY0riTzisvYnuaM6KUA,0.0
vyzDcYUpVjKYNBHx5qX9og,English,rock,inherited_from,czyFAvx2UTeXkzDHAYWoGw,Old English,roccian,0,,G29XY0riTzisvYnuaM6KUA,1.0
vyzDcYUpVjKYNBHx5qX9og,English,rock,inherited_from,R0vMEK34VP6hL38dr2jRNA,Proto-West Germanic,*rokkōn,0,,G29XY0riTzisvYnuaM6KUA,2.0
vyzDcYUpVjKYNBHx5qX9og,English,rock,inherited_from,DSohNq9zXQC6vRPPkJVyHQ,Proto-Germanic,*rukkōną,0,,G29XY0riTzisvYnuaM6KUA,3.0
LmmSFcAPVF2rOy1BuRR7Pg,English,dinner,inherited_from,dVS18oUFXjmDDhKhsMGnew,Middle English,dyner,0,,snHc7zWnQ8iSnPOEcVfcuA,0.0
0WxgkfEeWSuLKwe-GMmcog,English,ea,inherited_from,Ce6LvttPX6O72xUb7cefxQ,Middle English,ea,0,,myvasnf0QkCm7ZOUPAuPBw,0.0
0WxgkfEeWSuLKwe-GMmcog,English,ea,inherited_from,ec0Rd8mdUOKHH32Cz5eg9Q,Old English,ēa,0,,Y-bYViC0RU656g670lGg0A,0.0
0WxgkfEeWSuLKwe-GMmcog,English,ea,inherited_from,Wv48y6uaVlK5lI5dwOusFw,Proto-West Germanic,*ahu,0,,Y-bYViC0RU656g670lGg0A,1.0
0WxgkfEeWSuLKwe-GMmcog,English,ea,inherited_from,EAvswLqaUIaUs4e_X_G0DQ,Proto-Germanic,*ahwō,0,,Y-bYViC0RU656g670lGg0A,2.0
0WxgkfEeWSuLKwe-GMmcog,English,ea,inherited_from,hagQV9V-WXO0XnLxcQS9nw,Proto-Indo-European,*h₂ekʷeh₂,0,,Y-bYViC0RU656g670lGg0A,3.0
mq5carvKVPW0oJmfMj-XeA,English,meal,inherited_from,hg3TR_VKUAKMiO2eIM6Wzw,Middle English,mel,0,,wyFMZ6oDQw-mrqhMpbRgBA,1.0
mq5carvKVPW0oJmfMj-XeA,English,meal,inherited_from,qlfBxOMpW6SKBgskeh9XJQ,Old English,mǣl,0,,wyFMZ6oDQw-mrqhMpbRgBA,2.0
mq5carvKVPW0oJmfMj-XeA,English,meal,inherited_from,eIbrBsOTUOK6q6G52-uYWg,Proto-West Germanic,*māl,0,,wyFMZ6oDQw-mrqhMpbRgBA,3.0
mq5carvKVPW0oJmfMj-XeA,English,meal,inherited_from,OjmT3Wt_Wn-17Wc_XEStkg,Proto-Germanic,*mēlą,0,,wyFMZ6oDQw-mrqhMpbRgBA,4.0
mq5carvKVPW0oJmfMj-XeA,English,meal,inherited_from,m_YrU4y8VniwbyrK4RmQzA,Middle English,mele,0,,Ft2QT0sTR_-gb8As02z6ZQ,1.0
mq5carvKVPW0oJmfMj-XeA,English,meal,inherited_from,2tKVAhJaWci4eO2GpIKGYg,Old English,melu,0,,Ft2QT0sTR_-gb8As02z6ZQ,2.0
mq5carvKVPW0oJmfMj-XeA,English,meal,inherited_from,jn5Qo56eVd-mBdwfyhJeJQ,Proto-West Germanic,*melu,0,,Ft2QT0sTR_-gb8As02z6ZQ,3.0
mq5carvKVPW0oJmfMj-XeA,English,meal,inherited_from,ifFgcn4mV4Gf5cbHfJZyuA,Proto-Germanic,*melwą,0,,Ft2QT0sTR_-gb8As02z6ZQ,4.0
mq5carvKVPW0oJmfMj-XeA,English,meal,inherited_from,BUgJxtzSWES9ZRdKtwAwog,Middle English,mole,0,,ZFE-mbYZTaqYXiEt4UYxlQ,0.0
mq5carvKVPW0oJmfMj-XeA,English,meal,inherited_from,Tm47Z8cBXQGWL-wlP8J8kw,Old English,māl,0,,CqzRRM8MS3WTyJP82vUoeA,0.0
mq5carvKVPW0oJmfMj-XeA,English,meal,inherited_from,mrjRy8FjWeuML2odqGy44Q,Proto-Germanic,*mailą,0,,-wFMm7DrS2S1EJ0OJFtLTQ,0.0
8yM47D_WU2yHPJ_fZ5qdzg,English,fraction,inherited_from,1PbSkJqJXi-Fucq_oHJFTA,Middle English,fraccioun,0,,D_KK8xZnQ-G4VkiTRkgCfg,1.0
60C5At0AUDeABLjIVE-62A,English,consume,inherited_from,jH1fFEsxViu_CktQokIqVg,Middle English,consumen,0,,A8N-iMUiSAej5UZopcuSjg,1.0
P560u87cVcOjOqCQGO8OvA,English,college,inherited_from,aGcvPDL9Vv6ruUaQZh1ikQ,Middle English,college,0,,3jovQWfbRqWnB06I0qZTKQ,0.0
9SjqUL_jWTmUUdPqnZ6FSw,English,crook,inherited_from,w6WUGuOPUY2b40hiI17O3A,Middle English,croke,0,,PCLi2uQ9TICgHK39r-L8QQ,0.0
9SjqUL_jWTmUUdPqnZ6FSw,English,crook,inherited_from,3q4dVv9VWIyxGNj5J4YNlg,Old English,*crōc,0,,hZOyfD2ATEGp2ilUyigd7w,0.0
9SjqUL_jWTmUUdPqnZ6FSw,English,crook,inherited_from,W51G7w6dXsShzF5FByO2NA,Proto-West Germanic,*krōk,0,,hZOyfD2ATEGp2ilUyigd7w,1.0
9SjqUL_jWTmUUdPqnZ6FSw,English,crook,inherited_from,5D7oN1FoWqykrO33dbiQeg,Proto-Germanic,*krōkaz,0,,hZOyfD2ATEGp2ilUyigd7w,2.0
_sU9xyRMUSyhKrGsywD3dQ,English,kiss,inherited_from,NqWUxh3AV5ulqsGMKdINGw,Middle English,kissen,0,,UHQ-EKbVTxiqEihS2lPC7g,0.0
_sU9xyRMUSyhKrGsywD3dQ,English,kiss,inherited_from,B195Kl8UWEmRRS6uQqTkHA,Old English,cyssan,0,,CmUaM9sPR-ORdJVkmiAXtg,0.0
_sU9xyRMUSyhKrGsywD3dQ,English,kiss,inherited_from,fMvFOXQVXy6d5MwAkd9vmg,Proto-West Germanic,*kussijan,0,,CmUaM9sPR-ORdJVkmiAXtg,1.0
_sU9xyRMUSyhKrGsywD3dQ,English,kiss,inherited_from,3cmX6kYQXNyrTGTMJjOvUQ,Proto-Germanic,*kussijaną,0,,CmUaM9sPR-ORdJVkmiAXtg,2.0
_sU9xyRMUSyhKrGsywD3dQ,English,kiss,inherited_from,A7jGPN3bX6Ch1zOY0q7X2g,Middle English,kis,0,,iSsEsEaoSKWlDl7bOs118g,0.0
_sU9xyRMUSyhKrGsywD3dQ,English,kiss,inherited_from,eNJ9BlQ5UouGUxp2hc6LQA,Old English,coss,0,,KW3vlhN_QFWsoUY72gcO2w,1.0
_sU9xyRMUSyhKrGsywD3dQ,English,kiss,inherited_from,60JR08PjXbuoLPrw0fwYPQ,Proto-West Germanic,*koss,0,,KW3vlhN_QFWsoUY72gcO2w,2.0
_sU9xyRMUSyhKrGsywD3dQ,English,kiss,inherited_from,bYHG6QujXt6VivLRzkgXiQ,Proto-Germanic,*kussaz,0,,KW3vlhN_QFWsoUY72gcO2w,3.0
nc-2DLs8UeGfZZk-GPvgkw,English,staff,inherited_from,KwSm6v6lXvSruivo9UOlrQ,Middle English,staf,0,,RBkaCPbqS7C1ct4HLb1LJg,1.0
nc-2DLs8UeGfZZk-GPvgkw,English,staff,inherited_from,0Iy5corFU8KFnuhle_GTnA,Old English,stæf,0,,RBkaCPbqS7C1ct4HLb1LJg,2.0
nc-2DLs8UeGfZZk-GPvgkw,English,staff,inherited_from,J9Q4Z9VGXO2xbB9AaZuFcg,Proto-West Germanic,*stab,0,,RBkaCPbqS7C1ct4HLb1LJg,3.0
nc-2DLs8UeGfZZk-GPvgkw,English,staff,inherited_from,iORcQcfiXFGE347wBBBjxw,Proto-Germanic,*stabaz,0,,RBkaCPbqS7C1ct4HLb1LJg,4.0
KBjJKr6nUuCDDEe88hQb4Q,English,gamble,inherited_from,GRp_nnBPWAWTPSHbKUzp8w,Middle English,*gamlen,0,,jyQHlwQ8QlO_J3O5_cBlMg,0.0
MbJOS-AiWhSdIRe4nma5QA,English,accustomance,inherited_from,YbxozHIjUGmyWYMNLdI7VA,Middle English,acustumaunce,0,,228UABvDRtuwR06-Tqg_AQ,0.0
Dk1EZky0WuS_qjcRdbRr6A,English,navel,inherited_from,cGjM7SLFW7Kz3b49C4fBHg,Middle English,navel,0,,U3GrG2IhSxW4QRPC-Tal4Q,0.0
Dk1EZky0WuS_qjcRdbRr6A,English,navel,inherited_from,DpdisJMSVPu_rrClxtOncw,Old English,nafola,0,,9leKbBkLQOyLeHZvleOxIg,0.0
Dk1EZky0WuS_qjcRdbRr6A,English,navel,inherited_from,Z8e2teYeURG3et8qAJD29Q,Proto-West Germanic,*nabulō,0,,9leKbBkLQOyLeHZvleOxIg,1.0
Dk1EZky0WuS_qjcRdbRr6A,English,navel,inherited_from,ilU1oYV-WIKRaXNbLMwxdQ,Proto-Germanic,*nabalô,0,,9leKbBkLQOyLeHZvleOxIg,2.0
Dk1EZky0WuS_qjcRdbRr6A,English,navel,inherited_from,pddkjqi8UTGP8nvDVJq1Kg,Proto-Indo-European,*h₃nóbʰōl,0,,,
as1O2mu4UPKLiI9o5j9KsQ,English,jib,inherited_from,JmDD62Q5WJSMXez6UrhaJA,Middle English,gibbe,0,,9vUx8xBBRgWV8Q2Llclo1A,0.0
IjSJMSNPUQCZ-_xmqvXudg,English,requiem,inherited_from,83AbZWVYU_KOKLyonxrBXg,Middle English,requiem,0,,uCKgeO_bSRCakhiDNwBblw,1.0
7PSy0Rw3XEOPkANEOJrdiQ,English,side,inherited_from,C3eBqRyEViWEb4Syztl_gg,Middle English,side,0,,LkysGEVHSomMJJuaoAfgDA,0.0
7PSy0Rw3XEOPkANEOJrdiQ,English,side,inherited_from,Kf9IUqmAU7OK6ac0t4-J-Q,Old English,sīde,0,,LkysGEVHSomMJJuaoAfgDA,1.0
7PSy0Rw3XEOPkANEOJrdiQ,English,side,inherited_from,O2AXfn6gXm-GH3aReKzCJA,Proto-Germanic,*sīdǭ,0,,LkysGEVHSomMJJuaoAfgDA,2.0
7PSy0Rw3XEOPkANEOJrdiQ,English,side,inherited_from,C3eBqRyEViWEb4Syztl_gg,Middle English,side,0,,ttxZFaWvQcyN-vQWRXhUOQ,0.0
7PSy0Rw3XEOPkANEOJrdiQ,English,side,inherited_from,XUH-POAKU0WAtP1A5HzPcw,Old English,sīd,0,,o_ZP45PcSUa50Dc2NhWEfw,0.0
7PSy0Rw3XEOPkANEOJrdiQ,English,side,inherited_from,cFdqhIu4Vfacq4hIEk0lcQ,Proto-West Germanic,*sīd,0,,o_ZP45PcSUa50Dc2NhWEfw,1.0
7PSy0Rw3XEOPkANEOJrdiQ,English,side,inherited_from,bgzPoFjWVKy0uCjKpkQ1Bg,Proto-Germanic,*sīdaz,0,,o_ZP45PcSUa50Dc2NhWEfw,2.0
ykv3sT5AWtSoVfJtpeFypQ,English,Daniel,inherited_from,VcNnOtCzVXq4rUUToDR5Bg,Middle English,Daniel,0,,pu136mNbSKWTz85JSHz48w,0.0
5ksdJDBWU0ahs07coIRXqA,English,jambe,inherited_from,5WI1xoV8V42ELbj3gNFa0Q,Middle English,jambe,0,,8M1LLERgRDWZGwjAYX2xyg,0.0
50NQJgH0Vw-cgUwiOnUixg,English,net,inherited_from,2kp-LjfvVwuuIG4me8Abmw,Middle English,nett,0,,dZKCtHEKSLSk69xDSONDrQ,0.0
50NQJgH0Vw-cgUwiOnUixg,English,net,inherited_from,xtliF6P5X1qo9igvxaIUKQ,Old English,net,0,,R1eD2UAcT0SV8Un1UTeZcQ,0.0
50NQJgH0Vw-cgUwiOnUixg,English,net,inherited_from,pbXfyLiJWzmvieKnnJXsAA,Proto-West Germanic,*nati,0,,WXCisRkZR1u84Fa2etHX5w,0.0
50NQJgH0Vw-cgUwiOnUixg,English,net,inherited_from,wuhF3OwvVfKYerNPgmrx-w,Proto-Germanic,*natją,0,,WXCisRkZR1u84Fa2etHX5w,1.0
50NQJgH0Vw-cgUwiOnUixg,English,net,inherited_from,Ek-D2iVEWmqMp3xwTzMgig,Middle English,net,0,,tKUdjM86TFGBZ5TjMPRK5A,0.0
iTlceyDlVXGomwlWlLX_yA,English,harp,inherited_from,TXbb4EukXYCeDhetP8VxnA,Middle English,harpe,0,,Li8lh5-sTEKJaWuUzroPTg,0.0
iTlceyDlVXGomwlWlLX_yA,English,harp,inherited_from,VKC9Q7eSVaa9YT8IY-OAkQ,Old English,hearpe,0,,Li8lh5-sTEKJaWuUzroPTg,1.0
iTlceyDlVXGomwlWlLX_yA,English,harp,inherited_from,Cbfr4VwNXpCZb9ybbp3s0w,Proto-West Germanic,*harpā,0,,Li8lh5-sTEKJaWuUzroPTg,2.0
iTlceyDlVXGomwlWlLX_yA,English,harp,inherited_from,-uV6nKT-V_O71QCRTtjQPg,Proto-Germanic,*harpǭ,0,,Li8lh5-sTEKJaWuUzroPTg,3.0
4MVZTrp_WHeUrRXhaYffFA,English,splinter,inherited_from,7wHdzYN8XYCGZ3fpkoLcxA,Middle English,splinter,0,,gwS-aczuRMS8gDzsKr3RKg,0.0
5yfLCM7yXLiQRRG9AzGKIA,English,ship,inherited_from,ktJzGpYaW9mDHXanw0pdbQ,Middle English,ship,0,,xumgiJXuQfWP1QEVd1QMgA,0.0
